央卫频道C,#genre#
纯享4K,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225786/index.m3u8
荆门樱花4K,http://117.136.154.98/PLTV/88888888/224/3221225800/index.m3u8
珠峰基站4K,http://117.136.154.98/PLTV/88888888/224/3221225753/index.m3u8
爱上4K频道,http://111.20.105.60:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯蓝光,http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰资讯,http://223.110.245.136/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://223.110.245.137/PLTV/3/224/3221226923/index.m3u8
凤凰中文蓝光,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
凤凰中文蓝光,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港蓝光,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.137/PLTV/3/224/3221226975/index.m3u8
湖南卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225692/index.m3u8?
湖南卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225719/index.m3u8?
湖南卫视蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
北京卫视蓝光,http://117.169.119.199:8080/live/hdbeijingstv/index.m3u8
北京卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225664/index.m3u8?
北京卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225651/index.m3u8?
北京卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京冬奥蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225667/index.m3u8?
北京冬奥蓝光,http://117.169.119.199:8080/live/HD-8000k-1080P-beijingjishi/index.m3u8
卡酷少儿蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225730/index.m3u8?
江苏卫视蓝光,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江苏卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225722/index.m3u8?
江苏卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225636/index.m3u8?
江苏卫视蓝光,http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8
江苏卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
天津卫视蓝光,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
天津卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225675/index.m3u8?
天津卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
东方卫视蓝光,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225682/index.m3u8?
东方卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225718/index.m3u8?
东方卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
浙江卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225731/index.m3u8?
浙江卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225695/index.m3u8?
浙江卫视蓝光,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
浙江卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
东南卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视蓝光,http://ivi.bupt.edu.cn/hls/dnhd.m3u8
东南卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225696/index.m3u8?
东南卫视蓝光,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8
山东卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视蓝光,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
山东卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225642/index.m3u8?
山东卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225672/index.m3u8?
湖北卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视蓝光,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
湖北卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225689/index.m3u8?
湖北卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225721/index.m3u8?
湖北卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=18&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
湖北卫视蓝光,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
安徽卫视蓝光,http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225671/index.m3u8?
广东卫视蓝光,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
广东卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225666/index.m3u8?
广东卫视蓝光,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
深圳卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225691/index.m3u8?
深圳卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225725/index.m3u8?
深圳卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视蓝光,http://ivi.bupt.edu.cn/hls/szhd.m3u8
深圳卫视蓝光,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
辽宁卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视蓝光,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
辽宁卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225639/index.m3u8?
辽宁卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225779/index.m3u8?
辽宁卫视蓝光,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
黑龙江卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225686/index.m3u8?
黑龙江卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225734/index.m3u8?
黑龙江卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视蓝光,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
黑龙江卫视蓝光,http://39.134.116.30:8080/PLTV/88888910/224/3221225690/index.m3u8
吉林卫视蓝光,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
吉林卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=25&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
吉林卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=25&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
四川卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视蓝光,http://118.123.60.17:8112/syhjcms_hls/10000100000000050000000000000080
重庆卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225745/index.m3u8?
重庆卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视蓝光,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
重庆卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=16&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
江西卫视蓝光,http://111.12.102.68:6610/PLTV/77777777/224/3221225669/index.m3u8?
江西卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视蓝光,http://ivi.bupt.edu.cn/hls/jxhd.m3u8
河南卫视蓝光,http://ivi.bupt.edu.cn/hls/hnhd.m3u8
河南卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=19&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
河南卫视FHD,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
海南卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视蓝光,http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8
云南卫视FHD,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
贵州卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视蓝光,http://ivi.bupt.edu.cn/hls/gzhd.m3u8
贵州卫视蓝光,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
贵州卫视FHD,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
河北卫视蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视FHD,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
甘肃卫视蓝光,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视FHD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=142&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
青海卫视FHD,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
青海卫视FHD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=206&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广西卫视蓝光,http://ivi.bupt.edu.cn/hls/gxhd.m3u8
广西卫视蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225731/index.m3u8
宁夏卫视FHD,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
陕西卫视HD,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
内蒙卫视蓝光,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙卫视FHD,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225737/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225735/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225739/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225741/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225747/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225745/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225753/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225756/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225751/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225755/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225752/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225749/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225760/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225759/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225758/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225757/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225764/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225762/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225766/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225774/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225776/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225780/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225770/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225768/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225772/index.m3u8
CCTV-1FHD,http://39.134.67.226/PLTV/88888888/224/3221225782/index.m3u8
CCTV-1FHD,http://39.134.39.37/PLTV/88888888/224/3221226247/index.m3u8
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225762/index.m3u8
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225618/index.m3u8codeyj
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1FHD,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225530/index.m3u8
CCTV-1FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1FHD,http://jxgz1.jilu8.cn/PLTV/88888888/224/3221225642/2/index.m3u8?fmt=ts2hls
CCTV-1FHD,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227675/index.m3u8
CCTV-1FHD,http://jxgz1.jilu8.cn/PLTV/88888888/224/3221225501/2/index.m3u8?fmt=ts2hls
CCTV-1FHD,http://39.134.39.39/PLTV/88888888/224/3221226247/index.m3u8
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225762/index.m3u8codeyj
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225642/index.m3u8codeyj
CCTV-1FHD,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221226316/index.m3u8
CCTV-1FHD,http://111.63.117.13:6060/030000001000/CCTV-1-HD/CCTV-1-HD.m3u8
CCTV-1FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV-1FHD,http://jxgz1.jilu8.cn/PLTV/88888888/224/3221225618/2/index.m3u8?fmt=ts2hls
CCTV-1FHD,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225530/index.m3u8
CCTV-1FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV-1FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV-1FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225918/index.m3u8
CCTV-1FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1FHD,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221226316/index.m3u8
CCTV-1FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225918/index.m3u8
CCTV-1FHD,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228809/index.m3u8
CCTV-1FHD,http://117.136.156.107/PLTV/88888888/224/3221225499/index.m3u8
CCTV-1FHD,http://117.136.156.107/PLTV/88888888/224/3221225663/index.m3u8
CCTV-1FHD,http://117.136.156.107/PLTV/88888888/224/3221225764/index.m3u8
CCTV-1FHD,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227462/index.m3u8
CCTV-1FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225762/index.m3u8
CCTV-1FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225762/index.m3u8
CCTV-1,http://scgctvshow.sctv.com/hdlive/cctv1/1.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225678/index.m3u8
CCTV-2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8$蓝光
CCTV-2FHD,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230716/01.m3u8?fmt=ts2hls
CCTV-2FHD,http://117.136.156.107/PLTV/88888888/224/3221225502/index.m3u8
CCTV-2FHD,http://39.134.39.37/PLTV/88888888/224/3221226220/index.m3u8
CCTV-2FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225619/index.m3u8codeyj
CCTV-3FHD,http://39.134.39.37/PLTV/88888888/224/3221226251/index.m3u8
CCTV-4FHD,http://117.136.156.107/PLTV/88888888/224/3221225501/index.m3u8
CCTV-4FHD,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227378/index.m3u8
CCTV-5FHD,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227401/index.m3u8
CCTV-5FHD,http://39.134.39.37/PLTV/88888888/224/3221226146/index.m3u8
CCTV-5FHD,http://39.134.39.37/PLTV/88888888/224/3221226151/index.m3u8
CCTV-5FHD,http://39.134.39.37/PLTV/88888888/224/3221226224/index.m3u8
CCTV-5FHD,http://117.136.156.107/PLTV/88888888/224/3221225780/index.m3u8
CCTV-5+FHD,http://39.134.67.226/PLTV/88888888/224/3221225590/index.m3u8
CCTV-5+FHD,http://39.134.66.66/PLTV/88888888/224/3221225590/index.m3u8
CCTV-5+FHD,http://117.136.156.107/PLTV/88888888/224/3221225512/index.m3u8
CCTV-5+FHD,http://39.134.39.37/PLTV/88888888/224/3221226253/index.m3u8
CCTV-6FHD,http://39.134.39.37/PLTV/88888888/224/3221226148/index.m3u8
CCTV-6FHD,http://39.134.39.37/PLTV/88888888/224/3221226226/index.m3u8
CCTV-6FHD,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227301/index.m3u8
CCTV-7FHD,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV-7FHD,http://39.134.67.226/PLTV/88888888/224/3221225671/index.m3u8
CCTV-7FHD,http://39.134.39.37/PLTV/88888888/224/3221226255/index.m3u8
CCTV-7FHD,http://117.136.156.107/PLTV/88888888/224/3221225504/index.m3u8
CCTV-8FHD,http://39.134.39.37/PLTV/88888888/224/3221226257/index.m3u8
CCTV-8FHD,http://39.134.39.37/PLTV/88888888/224/3221226150/index.m3u8
CCTV-9FHD,http://39.134.67.226/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9FHD,http://39.134.66.66/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9FHD,http://117.136.156.107/PLTV/88888888/224/3221225507/index.m3u8
CCTV-9FHD,http://39.134.39.37/PLTV/88888888/224/3221226259/index.m3u8
CCTV-10FHD,http://39.134.39.37/PLTV/88888888/224/3221226228/index.m3u8
CCTV-10FHD,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10FHD,http://39.134.67.226/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10FHD,http://39.134.39.37/PLTV/88888888/224/3221226164/index.m3u8
CCTV-10FHD,http://117.136.156.107/PLTV/88888888/224/3221225503/index.m3u8
CCTV-10FHD,http://117.136.156.107/PLTV/88888888/224/3221225579/index.m3u8
CCTV-10FHD,http://117.136.156.107/PLTV/88888888/224/3221225583/index.m3u8
CCTV-10FHD,http://117.136.156.107/PLTV/88888888/224/3221225693/index.m3u8
CCTV-10HD,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227317/index.m3u8
CCTV-11FHD,http://117.136.156.107/PLTV/88888888/224/3221225506/index.m3u8
CCTV-11FHD,http://39.134.39.37/PLTV/88888888/224/3221226261/index.m3u8
CCTV-12FHD,http://39.134.67.226/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12FHD,http://39.134.39.37/PLTV/88888888/224/3221226230/index.m3u8
CCTV-12FHD,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12FHD,http://117.136.156.107/PLTV/88888888/224/3221225505/index.m3u8
CCTV-13FHD,http://117.136.156.107/PLTV/88888888/224/3221225510/index.m3u8
CCTV-14FHD,http://39.134.67.226/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14FHD,http://117.136.156.107/PLTV/88888888/224/3221225590/index.m3u8
CCTV-14FHD,http://117.136.156.107/PLTV/88888888/224/3221225509/index.m3u8
CCTV-14FHD,http://39.134.39.37/PLTV/88888888/224/3221226166/index.m3u8
CCTV-14FHD,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14FHD,http://117.136.156.107/PLTV/88888888/224/3221225678/index.m3u8
CCTV-14FHD,http://39.134.39.37/PLTV/88888888/224/3221226232/index.m3u8
CCTV-15FHD,http://39.134.39.37/PLTV/88888888/224/3221226234/index.m3u8
CCTV-15FHD,http://117.136.156.107/PLTV/88888888/224/3221225508/index.m3u8
CCTV-15蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV-17FHD,http://39.134.67.226/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17FHD,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17FHD,http://117.136.156.107/PLTV/88888888/224/3221225706/index.m3u8
CCTV-17蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-4K蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
CETV-1FHD,http://39.134.39.37/PLTV/88888888/224/3221226282/index.m3u8
CETV-1FHD,http://117.136.156.107/PLTV/88888888/224/3221225701/index.m3u8
北京卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225656/index.m3u8
北京卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225517/index.m3u8
北京卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225678/index.m3u8
北京卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226270/index.m3u8
北京卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8
湖南卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226193/index.m3u8
湖南卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226268/index.m3u8
湖南卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225520/index.m3u8
湖南卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225683/index.m3u8
浙江卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226144/index.m3u8
浙江卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226266/index.m3u8
浙江卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视FHD,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228837/index.m3u8
浙江卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225518/index.m3u8
浙江卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225691/index.m3u8
东方卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225519/index.m3u8
东方卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东方卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226155/index.m3u8
东方卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225672/index.m3u8
东方卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226299/index.m3u8
东方卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225668/index.m3u8
江苏卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226157/index.m3u8
江苏卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226264/index.m3u8
江苏卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225672/index.m3u8
江苏卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225758/index.m3u8
安徽卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8
安徽卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226205/index.m3u8
安徽卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225675/index.m3u8
安徽卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226311/index.m3u8
安徽卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225533/index.m3u8
安徽卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225676/index.m3u8
安徽卫视HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
Newtv安徽FHD,http://39.134.67.226/PLTV/88888888/224/3221225790/index.m3u8
天津卫视FHD,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
天津卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225522/index.m3u8
天津卫视FHD,http://39.134.67.226/PLTV/88888888/224/3221225665/index.m3u8
天津卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226191/index.m3u8
天津卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225689/index.m3u8
辽宁卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225524/index.m3u8
辽宁卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8
辽宁卫视FHD,http://39.134.39.37/PLTV/88888888/224/3221226278/index.m3u8
辽宁卫视FHD,http://117.136.156.107/PLTV/88888888/224/3221225699/index.m3u8
